Campaign,Labels,Campaign Daily Budget,Networks,Languages,Bid Strategy Type,Bid Strategy Name,Enhanced CPC,Viewable CPM,Bid Modifier,Start Date,End Date,Ad Schedule,Campaign Type,DSA Website,DSA Language,Tracking template,Custom parameters,Ad Group,Max CPC,Display Network Max CPC,Max CPM,CPA Bid,Max CPC Multiplier,Display Network Max CPC Multiplier,Max CPM Multiplier,Display Network Custom Bid Type,Ad Group Type,Flexible Reach,Headline,Description Line 1,Description Line 2,Display URL,Destination URL,Final URL,Final mobile URL,Device Preference,ID,Location,Keyword,Criterion Type,First page bid,Top of page bid,Quality score,Campaign Status,Ad Group Status,Status,Approval Status,Comment
Builders,,,,,,,,,,,,,,,,,,Builders Risk,12,,,,,,,,,,,,,,,,,,,,Builders Risk Insurance Policy,Phrase,6.24,9.46,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Builders Risk,12,,,,,,,,,,,,,,,,,,,,Builders Risk Insurance,Phrase,4.79,7.05,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Builders Risk,12,,,,,,,,,,,,,,,,,,,,Builders Risk Insurance Broker,Phrase,1.5,0,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,3,0,0.01,0.01,,,,None,Default,Interests and remarketing,,,,,,,,,,,,,,,,Active,Active,,,
Builders,,,,,,,,,,,,,,,,,,Contractors,,,,,,,,,,,Contractors Insurance,Contractors Insurance Policies.,Call Today to get a Quote!,lighthouseins.net/contractors,,http://info.lighthouseins.net/contractors/,,All,,,,,,,,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,,,,,,,,,,,Insuring Contractors,Business Insurance Specialists,Providing Coverage for Contractors.,lighthouseins.net/contractors,,http://info.lighthouseins.net/contractors/,,All,,,,,,,,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,,,,,,,,,,,{KeyWord:Lighthouse Insurance},Contractors Insurance Coverage.,Lighthouse Insurance Specialists.,lighthouseins.net/contractors,,http://info.lighthouseins.net/contractors/,,All,,,,,,,,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,,,,,,,,,,,Lighthouse Insurance,Business Insurance Specialists.,Competitive Rates for Contractors.,lighthouseins.net/contractors,,http://info.lighthouseins.net/contractors/,,All,,,,,,,,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,,,,,,,,,,,Insurance for Contractors,Competitive Rates for Contractors.,Call Today for a Policy Review!,lighthouseins.net/contractors,,http://info.lighthouseins.net/contractors/,,All,,,,,,,,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,,,,,,,,,,,,,,,,,,,,,insurance companies which provide medical insurances,Negative Exact,,,,Active,Active,Active,,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractor Insurance,Phrase,2.88,8.4,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractors Insurance Quote,Phrase,13.72,25.24,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractor Insurance Coverage,Phrase,6.96,20.7,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractors Insurance Coverage,Phrase,6.35,12.89,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractors Insurance Broker,Phrase,1,0,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractor Insurance Policy,Phrase,4.74,8.69,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractors Insurance Cost,Phrase,3.36,8.23,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractors Insurance Agency,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractors Insurance Agencies,Phrase,0.8,0,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractors Insurance Brokers,Phrase,0.67,1.22,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractors Insurance Policies,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractor Insurance Quote,Phrase,6.38,12.29,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractor Insurance Agency,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractor Insurance Cost,Phrase,3.63,7.1,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractors Insurance Policy,Phrase,6.02,12.74,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractor Insurance Policies,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractors Insurance,Phrase,4.05,4.64,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractor Insurance Broker,Phrase,3.64,7.95,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,Contractors,12,,,,,,,,,,,,,,,,,,,,Contractors Coverage Cost,Phrase,1.75,0,6,Active,Active,Active,Approved,
Builders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(10mi:42.336014:-71.045934),,,,,,Active,,Active,,
Builders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sale,Campaign Negative Broad,,,,Active,,Active,,
Builders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,for sale,Campaign Negative Broad,,,,Active,,Active,,
Builders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geico,Campaign Negative Broad,,,,Active,,Active,,
Builders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metlife,Campaign Negative Broad,,,,Active,,Active,,
Builders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customer service,Campaign Negative Broad,,,,Active,,Active,,
Builders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phone number,Campaign Negative Broad,,,,Active,,Active,,
Condos and Apartments,,16,Search Partners,en,Manual Cpc,,Enabled,Disabled,,8/27/15,[],[],Search Network only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Active,,,,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,3,0,0.01,0.01,,,,None,Default,Interests and remarketing,,,,,,,,,,,,,,,,Active,Active,,,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,,,,,,,,,,,Insuring Apt. Buildings,Commercial Insurance Coverage.,Specializing in Apartment Buildings,lighthouseins.net/property,,http://info.lighthouseins.net/apartment-building/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,,,,,,,,,,,Lighthouse Insurance,Apartment Building Insurance Policy,Call to Speak with an Agent Today!,lighthouseins.net/property,,http://info.lighthouseins.net/apartment-building/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,,,,,,,,,,,Lighthouse Insurance,Commercial Insurance Specialists.,Specializing in Apartment Buildings,lighthouseins.net/property,,http://info.lighthouseins.net/apartment-building/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,,,,,,,,,,,{KeyWord:Lighthouse Insurance},Apartment Building Insurance.,Lighthouse Insurance Agency.,lighthouseins.net/property,,http://info.lighthouseins.net/apartment-building/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,,,,,,,,,,,Lighthouse Insurance,Coverage for Apartment Buildings.,Call Today for a Policy Review.,lighthouseins.net/property,,http://info.lighthouseins.net/apartment-building/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Insurance Policies,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Insurance,Phrase,2.97,6.98,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Insurance Coverage,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Insurance Agencies,Phrase,0.75,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Insurance Agency,Phrase,1.25,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Insurance Brokers,Phrase,0.8,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Insurance Cost,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Coverage Cost,Phrase,2,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Coverage,Phrase,0.95,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Insurance Broker,Phrase,0.9,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Insurance Policy,Phrase,1,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Apartment Building,12,,,,,,,,,,,,,,,,,,,,Apartment Building Insurance Quote,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,3,0,0.01,0.01,,,,None,Default,Interests and remarketing,,,,,,,,,,,,,,,,Active,Active,,,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,,,,,,,,,,,Lighthouse Insurance,Condo Association Insurance.,Save Money with Competitive Rates.,lighthouseins.net/condos,,http://info.lighthouseins.net/condo-association/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,,,,,,,,,,,Lighthouse Insurance,Competitive Condo Association Rates,Call Today to get a Quote.,lighthouseins.net/condos,,http://info.lighthouseins.net/condo-association/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,,,,,,,,,,,{KeyWord:Lighthouse Insurance},Condo Association Policies.,Lighthouse Insurance Agency.,lighthouseins.net/condos,,http://info.lighthouseins.net/condo-association/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,,,,,,,,,,,Lighthouse Insurance,Condo Association Insurance Quote.,Call Today for a Policy Review!,lighthouseins.net/condos,,http://info.lighthouseins.net/condo-association/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,,,,,,,,,,,Lighthouse Insurance,Condo Association Insurance Policy.,Call Today to Speak with an Agent!,lighthouseins.net/condos,,http://info.lighthouseins.net/condo-association/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Coverage Cost,Phrase,1.75,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Insurance Brokers,Phrase,1.25,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Insurance Cost,Phrase,2.75,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Coverage,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Insurance Agency,Phrase,2.25,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Insurance,Phrase,12,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Insurance Policy,Phrase,1.75,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Insurance Quote,Phrase,2,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Insurance Agencies,Phrase,2,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Insurance Broker,Phrase,2.25,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Insurance Coverage,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condo Association,12,,,,,,,,,,,,,,,,,,,,Condo Association Insurance Policies,Phrase,1.25,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,3,0,0.01,0.01,,,,None,Default,Interests and remarketing,,,,,,,,,,,,,,,,Active,Active,,,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,,,,,,,,,,,Lighthouse Insurance,Habitational Insurance Coverage.,Call Today to get a Quote.,lighthouseins.net/habitational,,http://info.lighthouseins.net/habitational/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,,,,,,,,,,,Habitational Insurance,Habitational Insurance Brokers.,Call Today to Speak with an Agent.,lighthouseins.net/habitational,,http://info.lighthouseins.net/habitational/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,,,,,,,,,,,Habitational Insurance,Habitational Insurance Policies.,Save Money on Competitive Rates.,lighthouseins.net/habitational,,http://info.lighthouseins.net/habitational/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,,,,,,,,,,,Habitational Insurance,Habitational Insurance Quotes.,Call Today for a Policy Review!,lighthouseins.net/habitational,,http://info.lighthouseins.net/habitational/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,,,,,,,,,,,{KeyWord:Lighthouse Insurance},Habitational Insurance Agency.,Lighthouse Insurance Agency.,lighthouseins.net/habitational,,http://info.lighthouseins.net/habitational/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,12,,,,,,,,,,,,,,,,,,,,Habitational Coverage Cost,Phrase,0.8,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,12,,,,,,,,,,,,,,,,,,,,Habitational Insurance Cost,Phrase,1.25,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,12,,,,,,,,,,,,,,,,,,,,Habitational Insurance Coverage,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,12,,,,,,,,,,,,,,,,,,,,Habitational Insurance Policies,Phrase,0.75,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,12,,,,,,,,,,,,,,,,,,,,Habitational Insurance Policy,Phrase,2.17,3.7,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,12,,,,,,,,,,,,,,,,,,,,Habitational Insurance Quote,Phrase,0.85,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,12,,,,,,,,,,,,,,,,,,,,Habitational Insurance,Phrase,0.78,1.34,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,12,,,,,,,,,,,,,,,,,,,,Habitational Insurance Broker,Phrase,1.25,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,12,,,,,,,,,,,,,,,,,,,,Habitational Insurance Agencies,Phrase,0.8,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,12,,,,,,,,,,,,,,,,,,,,Habitational Insurance Agency,Phrase,0.95,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Habitational,12,,,,,,,,,,,,,,,,,,,,Habitational Insurance Brokers,Phrase,1.25,0,6,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,3,0,0.01,0.01,,,,None,Default,Interests and remarketing,,,,,,,,,,,,,,,,Active,Active,,,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,,,,,,,,,,,Insurance for Condos,Competitive Rates for Condos.,Call Today for a Policy Review!,lighthouseins.net/condos,,http://info.lighthouseins.net/condos/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,,,,,,,,,,,Lighthouse Insurance,Commercial Insurance Specialists,With Competitive Rates for Condos.,lighthouseins.net/condos,,http://info.lighthouseins.net/condos/,,All,,,,,,,,Active,Active,Active,Approved,
Condos and Apartments,,,,,,,,,,,,,,,,,,Condos,,,,,,,,,,,Condominium Insurance,Commercial Property Specialists,Providing Coverage for Condos.,lighthouseins.net/condos,,http://info.lighthouseins.net/condos/,,All,,,,,,,,Active,Active,Active,Approved,
